,An_comptage,Nummois_comptage,Semaine_comptage,Comptage_horaire,Ferie,Vacances,Restrictions_covid,Temperature_min,Temperature_max,Temperature_moy,Precipitations,Ensoleillement,An_semaine,lat,lng,Distance_métro,Distance_centre_Paris,Densité_pop,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT,ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE,AGENCE DE TRAVAIL TEMPORAIRE,AMBULANCE,ATHLÉTISME,BOULODROME,BOWLING,CAMPING,CENTRE ACCUEIL DEMANDEUR D’ASILE,CENTRE DE SANTÉ,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE,CENTRE LUTTE CANCER,CENTRE MÉDECINE PRÉVENTIVE,CENTRE PROVISOIRE D’HÉBERGEMENT,CENTRE ÉQUESTRE,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE,CONSEIL DE PRUD’HOMMES (CPH),CONSERVATOIRE,CONTRÔLE TECHNIQUE AUTOMOBILE,COUR D’APPEL (CA),DIALYSE,DRFIP ET DDFIP,ENFANTS HANDICAPÉS : HÉBERGEMENT,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES,ERGOTHÉRAPEUTE,GARES,GRANDE SURFACE DE BRICOLAGE,HOSPITALISATION À DOMICILE,HYPERMARCHÉ,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE,MAGASIN DE REVÊTEMENTS MURS ET SOLS,MAISON DE JUSTICE ET DU DROIT,MAISON DE SANTÉ PLURIDISCIPLINAIRE,MATERNITÉ,ORTHOPTISTE,PARCOURS SPORTIF/SANTÉ,PERSONNES ÂGÉES : SOINS À DOMICILE,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,POISSONNERIE,PRODUITS SURGELÉS,PROTECTION DE L’ENFANCE - ACTION ÉDUCATIVE,PROTECTION DE L’ENFANCE - HÉBERGEMENT,PSYCHOMOTRICIEN,RELAIS POSTE,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE,SALLES DE COMBAT,SALLES NON SPÉCIALISÉES,SALLES SPÉCIALISÉES,SERVICES FUNÉRAIRES,SPORTS DE GLACE,SPORTS NAUTIQUES,SPÉCIALISTE EN CARDIOLOGIE,SPÉCIALISTE EN GASTRO-ENTÉROLOGIE HÉPATOLOGIE,SPÉCIALISTE EN PNEUMOLOGIE,SPÉCIALISTE EN STOMATOLOGIE,STATION-SERVICE,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,TENNIS,TERRAIN DE GOLF,TERRAINS DE GRANDS JEUX,TRANSFUSION SANGUINE,TRAVAIL PROTÉGÉ,TRIBUNAL DE COMMERCE (TCO),URGENCES,ÉCOLE D’ENSEIGNEMENT SUPÉRIEUR AGRICOLE,ÉQUIPEMENT DE CYCLISME,ÉTABLISSEMENT PSYCHIATRIQUE,ÉTABLISSEMENT SANTÉ COURT SÉJOUR,ÉTABLISSEMENT SANTÉ LONG SÉJOUR,ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR
5771,2022,3,13,74.77083333333333,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.83977,2.30198,0.101,3.501,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
5772,2022,4,13,52.958333333333336,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.83977,2.30198,0.101,3.501,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
2064,2022,4,13,47.388888888888886,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.84201,2.36729,0.214,2.458,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
2063,2022,3,13,88.44791666666667,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.84201,2.36729,0.214,2.458,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
5983,2022,3,13,136.02083333333334,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.85013,2.35423,0.449,1.142,23193.50578293448,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
4067,2022,3,13,85.0625,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.88926,2.37472,0.201,4.338,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
2496,2022,4,13,16.944444444444443,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.8484,2.27586,0.279,4.956,10247.461797828637,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
6448,2022,4,13,117.08333333333333,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.89683,2.34521,0.075,4.472,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1776,2022,4,13,36.611111111111114,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.82026,2.3592,0.17,4.236,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
349,2022,4,13,53.0,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.87773,2.3506,0.215,2.422,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
3707,2022,3,13,101.21875,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3708,2022,4,13,66.94444444444444,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
55,2022,4,13,33.06944444444444,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.83511,2.33338,0.227,2.484,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
54,2022,3,13,51.1875,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.83511,2.33338,0.227,2.484,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
4774,2022,4,13,36.888888888888886,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
348,2022,3,13,95.51041666666667,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.87773,2.3506,0.215,2.422,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
4773,2022,3,13,92.66666666666667,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3852,2022,4,13,23.61111111111111,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.890457,2.368852,0.582,4.235,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3851,2022,3,13,38.927083333333336,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.890457,2.368852,0.582,4.235,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
5912,2022,4,13,70.72222222222223,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.86502,2.35387,0.2,1.262,29299.259647608556,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3347,2022,3,13,286.6875,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.86057,2.38886,0.308,3.45,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3348,2022,4,13,195.58333333333334,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.86057,2.38886,0.308,3.45,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
2280,2022,4,13,102.72222222222223,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.85735,2.35211,0.094,0.73,18362.02913580504,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
5911,2022,3,13,104.5,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.86502,2.35387,0.2,1.262,29299.259647608556,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2351,2022,3,13,177.36458333333334,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.85735,2.35211,0.094,0.73,18362.02913580504,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
2352,2022,4,13,136.41666666666666,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.85735,2.35211,0.094,0.73,18362.02913580504,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
2279,2022,3,13,152.72916666666666,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.85735,2.35211,0.094,0.73,18362.02913580504,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
1775,2022,3,13,50.375,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.82026,2.3592,0.17,4.236,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
4704,2022,3,13,77.02083333333333,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4705,2022,4,13,25.694444444444443,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5839,2022,3,13,96.47916666666667,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.86502,2.35387,0.2,1.262,29299.259647608556,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5840,2022,4,13,65.95833333333333,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.86502,2.35387,0.2,1.262,29299.259647608556,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4846,2022,4,13,33.013888888888886,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.869873,2.307419,0.295,2.946,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4845,2022,3,13,71.30208333333333,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.869873,2.307419,0.295,2.946,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1991,2022,3,13,104.65625,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.84201,2.36729,0.214,2.458,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1992,2022,4,13,55.72222222222222,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.84201,2.36729,0.214,2.458,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
126,2022,3,13,66.59375,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.83521,2.33307,0.238,2.479,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1209,2022,3,13,43.114583333333336,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.83848,2.37587,0.374,3.192,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
3420,2022,4,13,0.0,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.86451,2.40932,0.063,5.0,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3419,2022,3,13,0.0,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.86451,2.40932,0.063,5.0,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3275,2022,3,13,65.25,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.881626,2.281203,0.556,5.267,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
3276,2022,4,13,35.861111111111114,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.881626,2.281203,0.556,5.267,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
6447,2022,3,13,182.04166666666666,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.89683,2.34521,0.075,4.472,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
564,2022,3,13,351.1666666666667,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.877726,2.354926,0.388,2.521,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
1559,2022,3,13,84.90625,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.82682,2.38465,0.412,4.551,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3072,2022,4,13,107.19444444444444,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.860528,2.388364,0.288,3.413,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
5703,2022,3,13,95.28125,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.83977,2.30198,0.101,3.501,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3000,2022,4,13,75.94444444444444,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.860852,2.372279,0.116,2.254,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
2999,2022,3,13,122.83333333333333,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.860852,2.372279,0.116,2.254,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
2568,2022,4,13,52.05555555555556,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.87451,2.29215,0.243,4.175,10247.461797828637,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
421,2022,4,13,0.0,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.87813,2.3497,0.154,2.449,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
850,2022,4,13,19.59722222222222,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.829523,2.38699,0.426,4.462,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
420,2022,3,13,0.0,0.0,0.0,0.0,8.9,16.0,12.25,2.6,2.6999999999999997,202213,48.87813,2.3497,0.154,2.449,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
2136,2022,4,13,21.47222222222222,0.0,0.0,0.0,1.4,7.133333333333332,4.0,0.5333333333333334,5.166666666666667,202213,48.85372,2.35702,0.023,1.134,18362.02913580504,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
