Variable,Importance
TERRAINS DE GRANDS JEUX,0.2824981586291913
Densité_pop,0.16740593282842187
lng,0.16002670917960987
Distance_centre_Paris,0.1220783282962876
lat,0.07378372281417866
MAGASIN DE REVÊTEMENTS MURS ET SOLS,0.05198226112800523
Distance_métro,0.03700663798388677
PROTECTION DE L’ENFANCE - HÉBERGEMENT,0.027883379557151203
Semaine_comptage,0.018097535787281488
Ensoleillement,0.011032478668202568
